"날짜","제품명","유형","고객문의","답변내용","담당자"
"2024-01-19","고성능 드론 Lite6","AS/교환/환불","고성능 드론 Lite6의 조종기를 잃어버렸습니다. 조종기만 따로 구매할 수 있나요?","네, 저희 공식 스토어에서 '고성능 드론 Lite6 전용 조종기'를 별도로 구매하실 수 있습니다. 새로 구매하신 조종기는 동봉된 안내서에 따라 기존 드론과 다시 페어링(바인딩)하는 과정을 거쳐야 정상적으로 작동합니다.","이서연"
"2024-01-19","AI 태블릿 SE","기능/사용법","AI 태블릿 SE의 화면 크기와 해상도는 어떻게 되나요?","AI 태블릿 SE는 11인치 크기의 LCD 디스플레이를 탑재하고 있으며, 해상도는 2000 x 1200 (WUXGA+) 입니다. 선명한 화질로 영상 감상, 웹 서핑, 문서 작업 등 다양한 작업을 쾌적하게 즐길 수 있습니다.","박도윤"
"2024-01-18","고성능 마우스 Z","호환성","고성능 마우스 Z는 Mac OS와 호환되나요?","네, 고성능 마우스 Z는 Mac에 연결하여 기본 기능(클릭, 스크롤 등)을 모두 사용하실 수 있습니다. 다만, DPI 변경, 버튼 매핑, 매크로 설정 등 상세한 커스터마이징을 위한 전용 소프트웨어는 현재 윈도우 운영체제만 지원합니다.","최지우"
"2024-01-18","퀀텀 가습기 SE","AS/교환/환불","퀀텀 가습기 SE에서 김이 나오지 않습니다. 물은 데워지는 것 같아요.","물이 데워지는데 분무가 되지 않는다면, 분무구 주변이나 내부가 스케일(물때)로 막혔을 수 있습니다. 전원을 끄고 식힌 후, 구연산 등을 이용해 제품을 깨끗하게 세척해 보시기 바랍니다. 세척 후에도 동일 증상이라면 AS 점검이 필요합니다.","정하은"
"2024-01-17","스마트 노트북 Pro","기능/사용법","스마트 노트북 Pro의 램과 SSD는 업그레이드가 가능한가요?","네, 가능합니다. 스마트 노트북 Pro는 2개의 SO-DIMM 램 슬롯과 2개의 M.2 NVMe SSD 슬롯을 제공하여, 사용자가 직접 부품을 교체하거나 추가하여 손쉽게 성능을 확장할 수 있습니다.","김민준"
"2024-01-17","프로 센서 Ultra","기능/사용법","프로 센서 Ultra는 배터리로 작동하나요?","아니요, 프로 센서 Ultra는 6가지의 다양한 센서를 동시에 작동시키므로, 안정적인 작동과 실시간 데이터 전송을 위해 USB-C 케이블을 통한 상시 전원 연결이 필요합니다. 배터리 방식으로는 작동하지 않습니다.","이서연"
"2024-01-16","기가 키보드 Air4","AS/교환/환불","기가 키보드 Air4에 커피를 쏟았습니다. 어떻게 해야 하나요?","즉시 PC와 연결된 케이블을 분리하고, 키보드를 뒤집어 액체를 최대한 털어내 주십시오. 그 후 헤어드라이어의 찬 바람이나 선풍기를 이용해 최소 24시간 이상 완전히 건조해야 합니다. 절대 전원을 연결하시면 안 됩니다. 건조 후에도 키가 작동하지 않는다면, 침수로 인한 회로 손상으로 유상 수리가 필요합니다.","박도윤"
"2024-01-16","하이퍼 글래스 Ultra7","기능/사용법","하이퍼 글래스 Ultra7은 디스플레이 밝기 조절이 가능한가요?","네, 가능합니다. 안경다리 부분의 버튼을 통해 5단계로 밝기를 조절할 수 있습니다. 밝은 실외에서는 밝기를 높이고, 어두운 실내에서는 밝기를 낮추어 눈의 피로를 줄이고 최적의 화면을 볼 수 있습니다.","최지우"
"2024-01-15","울트라 솔루션 Ultra2","호환성","울트라 솔루션 Ultra2에서 작업한 파일을 하위 버전에서 열 수 있나요?","상위 버전에서 생성된 파일은 하위 버전과의 호환성을 보장하기 어렵습니다. 다만, 파일을 저장할 때 '다른 이름으로 저장' 옵션에서 '하위 버전 호환 모드'를 선택하여 저장하시면, 일부 최신 기능은 제외되지만 하위 버전에서도 파일을 열고 기본적인 편집을 할 수 있습니다.","정하은"
"2024-01-15","스마트 마우스 Air","기능/사용법","스마트 마우스 Air는 블루투스 마우스인가요?","네, 스마트 마우스 Air는 블루투스 5.1 기술을 통해 PC, 노트북, 태블릿 등 다양한 기기와 연결하여 사용하는 무선 마우스입니다. 별도의 USB 리시버가 필요 없어 깔끔하게 사용할 수 있습니다.","김민준"
"2024-01-14","기가 가습기 Ultra","AS/교환/환불","기가 가습기 Ultra에서 계속 '물이 부족합니다' 알림이 뜹니다. 물은 가득 차 있어요.","수위 센서의 오작동일 수 있습니다. 먼저 전원을 끄고 수조를 분리하여, 본체 하단에 있는 수위 감지 센서(보통 2개의 금속 막대) 부분을 부드러운 천이나 면봉으로 깨끗하게 닦아주시기 바랍니다. 미네랄 성분이 껴서 오작동하는 경우가 많습니다.","이서연"
"2024-01-14","에코 허브 Lite7","기능/사용법","에코 허브 Lite7에 연결할 수 있는 기기는 최대 몇 개인가요?","에코 허브 Lite7은 지그비(Zigbee) 통신을 통해 이론적으로 최대 32개의 자식 기기(센서, 스위치 등)를 직접 연결할 수 있습니다. 일반적인 가정 환경에서 사용하기에 충분한 용량입니다.","박도윤"
"2024-01-13","고성능 워치 Air","기능/사용법","고성능 워치 Air는 GPS가 내장되어 있나요?","네, GPS가 내장되어 있습니다. 따라서 스마트폰을 가지고 나가지 않아도, 워치 단독으로 달리기나 자전거 타기 등 야외 운동 시 이동 경로, 거리, 속도 등을 정확하게 기록할 수 있습니다.","최지우"
"2024-01-13","스마트 프로세서 Lite9","기능/사용법","스마트 프로세서 Lite9은 어떤 CPU 쿨러를 사용해야 하나요?","스마트 프로세서 Lite9은 기본 발열량이 낮아, 제품 박스에 함께 포함된 인텔 정품 기본 쿨러로 충분히 사용 가능합니다. 별도의 쿨러를 구매하지 않으셔도 됩니다.","정하은"
"2024-01-12","AI 프로세서 Plus3","호환성","AI 프로세서 Plus3는 윈도우 10에서 사용할 수 있나요?","AI 프로세서 Plus3에 내장된 NPU(신경망 처리 장치)의 성능을 최대한 활용하기 위해서는, NPU 스케줄링이 개선된 윈도우 11 사용을 강력하게 권장합니다. 윈도우 10에서도 기본 작동은 가능하지만, AI 기능의 성능과 효율이 저하될 수 있습니다.","김민준"
"2024-01-12","프로 플랫폼 Air8","기능/사용법","프로 플랫폼 Air8은 클라우드 동기화 기능을 지원하나요?","네, 지원합니다. PC에 설치된 데스크톱 앱에서 작업한 프로젝트를 저희 '프로 클라우드'에 동기화할 수 있습니다. 이를 통해 작업 내용을 안전하게 백업하고, 다른 PC나 다른 팀원과 파일을 손쉽게 공유하고 협업할 수 있습니다.","이서연"
"2024-01-11","퓨처 드론 Plus","AS/교환/환불","퓨처 드론 Plus가 갑자기 이륙을 하지 않습니다. 프로펠러는 도는데 위로 뜨질 않아요.","프로펠러가 회전하는데도 드론이 뜨지 않는다면, 십중팔구 프로펠러를 잘못 장착한 경우입니다. 드론의 각 모터와 프로펠러에는 시계방향(CW)과 반시계방향(CCW) 표시가 되어 있습니다. 모터와 프로펠러의 방향 표시가 일치하도록 올바르게 다시 장착해 보시기 바랍니다.","박도윤"
"2024-01-11","무선 워치 Z6","기능/사용법","무선 워치 Z6는 어떤 OS를 사용하나요?","무선 워치 Z6는 구글과 삼성이 공동 개발한 최신 스마트워치 운영체제인 'Wear OS'를 탑재하고 있습니다. 구글 플레이 스토어를 통해 다양한 워치용 앱을 직접 설치하여 사용할 수 있습니다.","최지우"
"2024-01-10","스마트 프로세서","호환성","스마트 프로세서는 어떤 메인보드 칩셋과 호환되나요?","스마트 프로세서는 LGA1700 소켓 규격의 인텔 600 시리즈(H610, B660, H670, Z690) 및 700 시리즈(B760, H770, Z790) 칩셋 메인보드와 호환됩니다. 오버클럭을 하지 않는다면 B660 또는 B760 칩셋의 메인보드와 조합하는 것이 가장 효율적입니다.","정하은"
"2024-01-10","스마트 플랫폼 Lite","AS/교환/환불","스마트 플랫폼 Lite를 사용하다가 오류가 발생했는데, 어디에 문의해야 하나요?","Lite 버전은 무료로 제공되는 만큼, 전담 기술 지원은 포함되어 있지 않습니다. 다만, 저희 홈페이지의 '커뮤니티 포럼'을 통해 다른 사용자들과 정보를 교환하거나, '자주 묻는 질문(FAQ)' 섹션에서 문제 해결 방법을 찾아보실 수 있습니다.","김민준"
"2024-01-09","기가 태블릿 Max","기능/사용법","기가 태블릿 Max는 펜이 기본으로 포함되어 있나요?","네, 기가 태블릿 Max 패키지에는 4096 레벨의 필압과 틸트 인식을 지원하는 '기가 스타일러스 Pro'가 기본으로 포함되어 있습니다. 태블릿 본체에 자석으로 부착하여 무선 충전 및 페어링이 가능합니다.","이서연"
"2024-01-09","울트라 키보드 Max9","AS/교환/환불","울트라 키보드 Max9에 음료수를 쏟았습니다. 어떻게 해야 하나요?","즉시 PC와 연결된 케이블을 분리하고, 키보드를 뒤집어 액체를 최대한 털어내 주십시오. 그 후 헤어드라이어의 찬 바람이나 선풍기를 이용해 최소 24~48시간 이상 완전히 건조해야 합니다. 절대 전원을 연결하시면 안 됩니다. 건조 후에도 키가 작동하지 않는다면, 침수로 인한 회로 손상으로 유상 수리가 필요합니다.","박도윤"
"2024-01-08","퓨처 솔루션","기능/사용법","퓨처 솔루션의 라이선스는 PC에 귀속되나요?","아니요, 저희 퓨처 솔루션의 라이선스는 사용자 계정에 귀속됩니다. 따라서 PC를 포맷하거나 다른 PC로 교체하더라도, 새로운 PC에 프로그램을 설치하고 기존에 사용하시던 계정으로 로그인하면 라이선스가 자동으로 활성화되어 이어서 사용하실 수 있습니다.","최지우"
"2024-01-08","고성능 카메라 SE","기능/사용법","고성능 카메라 SE는 4K 동영상 촬영이 가능한가요?","네, 가능합니다. 고성능 카메라 SE는 4K 해상도(3840x2160)에서 초당 30프레임(30p)의 동영상 촬영을 지원합니다. Full HD(1080p) 해상도에서는 초당 60프레임까지 촬영할 수 있습니다.","정하은"
"2024-01-07","퀀텀 프로젝터 Max","AS/교환/환불","퀀텀 프로젝터 Max를 켰는데, 초점이 계속 자동으로 움직이고 고정이 안됩니다.","오토 포커스 기능에 오류가 있는 것으로 보입니다. 먼저, 프로젝터 렌즈 앞의 ToF 센서 부분을 부드러운 천으로 깨끗하게 닦아주시기 바랍니다. 그래도 문제가 지속된다면, 설정 메뉴에서 '오토 포셔스' 기능을 끄고 '수동 초점'으로 임시 사용하시면서 저희 서비스센터에 연락하여 점검을 받으시는 것이 좋습니다.","김민준"
"2024-01-07","무선 충전기 Max2","호환성","무선 충전기 Max2는 아이폰 고속 무선 충전을 지원하나요?","네, 지원합니다. 무선 충전기 Max2의 스탠드형 패드와 평면 패드 모두 아이폰에 대해 7.5W의 고속 무선 충전을 지원합니다. 삼성 갤럭시 등 일부 안드로이드폰은 최대 15W까지 지원합니다.","이서연"
"2024-01-06","네오 메모리 Plus10","기능/사용법","네오 메모리 Plus10의 RGB 조명은 어떻게 제어하나요?","네오 메모리 Plus10의 ARGB 조명은 ASUS Aura Sync, GIGABYTE RGB Fusion, MSI Mystic Light Sync 등 사용하시는 메인보드의 RGB 제어 소프트웨어를 통해 제어할 수 있습니다. 메인보드 소프트웨어를 설치하시면 다른 부품들과 조명 효과를 동기화할 수 있습니다.","박도윤"
"2024-01-06","퓨처 마우스 Lite","기능/사용법","퓨처 마우스 Lite는 무소음 마우스인가요?","아니요, 'Lite' 모델은 일반적인 클릭 소리가 나는 표준 스위치를 사용합니다. 클릭 소음이 없는 조용한 마우스를 원하신다면, 저희 '스마트 마우스 Air' 모델을 추천해 드립니다.","최지우"
"2024-01-05","하이퍼 로봇청소기 Lite10","AS/교환/환불","하이퍼 로봇청소기 Lite10이 계속 같은 곳에만 부딪힙니다.","로봇청소기 전면의 범퍼 센서가 제대로 작동하지 않을 수 있습니다. 범퍼와 본체 사이의 틈에 이물질이 끼지 않았는지 확인하고, 범퍼를 손으로 여러 번 가볍게 눌렀다 떼어 정상적으로 움직이는지 확인해 주시기 바랍니다. 그래도 해결되지 않으면 센서 불량일 수 있으니 점검이 필요합니다.","정하은"
"2024-01-05","기가 스피커 Ultra","호환성","기가 스피커 Ultra는 스포티파이 커넥트(Spotify Connect)를 지원하나요?","네, 지원합니다. 기가 스피커 Ultra와 스마트폰이 동일한 와이파이에 연결되어 있다면, 스포티파이 앱의 '연결 가능한 기기' 목록에서 기가 스피커 Ultra를 선택하여 바로 음악을 재생할 수 있습니다. 블루투스보다 편리하고 고음질로 감상할 수 있습니다.","김민준"
"2024-01-04","하이퍼 프로젝터 SE9","기능/사용법","하이퍼 프로젝터 SE9은 단초점 프로젝터인가요?","네, 맞습니다. 'SE9' 모델은 단초점 렌즈를 탑재하여, 약 1.2m의 짧은 거리에서도 100인치 크기의 대형 화면을 투사할 수 있습니다. 공간이 좁은 원룸이나 작은 방에서 사용하기에 매우 적합합니다.","이서연"
"2024-01-04","하이퍼 프로세서 SE","호환성","하이퍼 프로세서 SE를 사용하면 윈도우 11 정품 인증은 어떻게 하나요?","CPU 자체는 윈도우 정품 인증과 직접적인 관련이 없습니다. 윈도우 11을 새로 설치하실 경우, 별도로 윈도우 11 정품 라이선스(제품 키)를 구매하여 인증하셔야 합니다. 기존에 사용하던 PC가 브랜드 PC였다면, 메인보드에 라이선스가 귀속되어 있어 CPU를 교체해도 자동 인증될 수 있습니다.","박도윤"
